visit_id,confirm_count,start_count,step_1_count,step_2_count,step_3_count,confirm_time,start_time,step_1_time,step_2_time,step_3_time,client_id,visitor_id,clnt_tenure_yr,clnt_tenure_mnth,clnt_age,gendr,num_accts,bal,calls_6_mnth,logons_6_mnth
64224791_19252163906_373517,0,1,1,1,1,0.0,32.0,8.0,31.0,264.0,8786042,568433079_27602324952,6.0,80.0,40.5,U,2.0,1616569.04,5.0,8.0
642251632_46914555180_874513,0,1,1,1,1,0.0,13.0,6.0,141.0,130.0,6793099,761783444_4671464481,7.0,84.0,60.5,U,2.0,424920.02,6.0,9.0
642426693_55760799379_932764,0,1,1,1,0,0.0,9.0,6.0,135.0,0.0,6705940,668235932_89156690834,8.0,105.0,22.0,F,2.0,33016.86,1.0,4.0
642477471_53207677209_533301,0,1,1,1,1,0.0,17.0,7.0,50.0,40.0,9488244,908689343_57273423833,5.0,61.0,40.5,M,2.0,38950.24,0.0,3.0
642481009_81149550787_479390,0,1,1,0,0,0.0,34.0,32.0,0.0,0.0,3948396,715635641_55874520188,5.0,60.0,60.0,M,3.0,241269.24,3.0,6.0
642489910_65783176388_667135,0,1,0,0,0,0.0,10.0,0.0,0.0,0.0,9708531,368489196_44219163501,4.0,59.0,34.0,U,2.0,31260.84,4.0,7.0
642525508_53759435549_276424,0,1,1,2,2,0.0,18.0,103.0,93.5,55.0,6944127,831941846_71082328109,12.0,151.0,32.5,M,2.0,28008.78,1.0,4.0
642581948_5800111037_523989,0,1,1,1,1,0.0,10.0,27.0,84.0,162.0,8075025,548919505_24308184038,30.0,368.0,66.0,F,4.0,383214.14,6.0,9.0
642662620_58965462954_783733,0,1,1,1,1,0.0,84.0,107.0,61.0,175.0,5943882,653144223_52383512272,19.0,237.0,50.5,M,5.0,328370.38,6.0,9.0
642718543_68425401860_350630,0,1,1,1,0,0.0,12.0,7.0,69.0,0.0,234491,635073333_49479368157,13.0,167.0,41.0,M,2.0,43518.4,0.0,3.0
642815961_36782888026_387233,0,1,1,1,1,0.0,12.0,47.0,205.0,229.0,7560600,67462170_53535743071,15.0,190.0,47.5,F,2.0,23796.49,0.0,3.0
642853359_4654240328_987257,0,1,1,1,1,0.0,7.0,16.0,138.0,30.0,6553321,840232061_83617075888,15.0,185.0,47.5,M,2.0,146323.71,2.0,5.0
64289834_95503692745_722994,0,2,2,1,1,0.0,22.5,49.5,57.0,510.0,6511523,434639538_33819198069,15.0,190.0,45.5,F,2.0,165141.49,0.0,3.0
642906309_88591088968_129934,0,0,1,1,1,0.0,0.0,8.0,78.0,43.0,3423690,488761744_97281931571,22.0,264.0,59.0,F,3.0,455883.81,6.0,9.0
642917274_2410883131_314279,0,1,1,1,1,0.0,30.0,739.0,146.0,111.0,4208202,679671650_30696154861,18.0,226.0,37.5,M,3.0,785126.03,6.0,9.0
642927004_98966366720_877561,0,1,1,1,1,0.0,23.0,191.0,31.0,186.0,6800982,328364588_35871634326,13.0,156.0,71.5,F,2.0,31278.53,2.0,5.0
642968424_67412904298_47809,0,1,1,0,0,0.0,7.0,81.0,0.0,0.0,84480,681681248_35009595637,12.0,154.0,58.5,F,2.0,36141.56,2.0,5.0
643086309_44087115801_662527,0,0,1,1,1,0.0,0.0,10.0,44.0,226.0,2472976,219656671_50310593604,4.0,54.0,67.5,F,2.0,661718.3400000001,5.0,8.0
643086446_76757835475_414494,0,1,0,0,0,0.0,11.0,0.0,0.0,0.0,3084005,23367170_884068351,8.0,98.0,31.0,U,2.0,27720.56,6.0,9.0
643108841_7919694794_835275,0,6,5,4,3,0.0,113.5,7.2,52.75,170.0,1192815,828168679_21771017043,6.0,72.0,21.5,U,3.0,33598.33,4.0,7.0
643141691_62901411650_47155,0,1,0,0,0,0.0,8.0,0.0,0.0,0.0,8689010,630332594_89796286560,2.0,35.0,25.0,U,3.0,31481.24,5.0,8.0
643200937_65242875526_576690,0,1,1,1,1,0.0,15.0,8.0,63.0,16.0,4220737,86120502_33902201533,14.0,176.0,36.0,F,2.0,49712.32,6.0,9.0
64320295_86087550545_400743,0,1,1,1,1,0.0,12.0,30.0,77.0,61.0,3966046,146400752_38454575796,7.0,94.0,59.5,U,2.0,67822.85,0.0,3.0
64320655_82028155636_324861,0,1,1,2,2,0.0,21.0,13.0,58.5,174.5,4943507,421753413_41130034019,9.0,108.0,26.5,M,2.0,72640.97,5.0,8.0
643249542_40885436044_65537,0,1,1,1,1,0.0,46.0,12.0,138.0,140.0,2808156,197351268_96151276582,12.0,149.0,30.5,F,2.0,85385.84,0.0,3.0
643265461_63906545975_916234,0,1,1,1,1,0.0,23.0,66.0,144.0,127.0,7481204,109070641_30834502682,19.0,232.0,41.5,F,2.0,36582.68,1.0,4.0
643266884_91992028229_219809,0,1,1,0,0,0.0,25.0,6.0,0.0,0.0,4386154,660674466_69862766074,5.0,71.0,34.0,F,2.0,38788.47,2.0,5.0
643291116_32993331199_193496,0,1,1,1,1,0.0,37.0,63.0,66.0,42.0,6655084,242664880_84282603559,24.0,298.0,42.5,M,3.0,52355.56,3.0,6.0
64331075_70953237256_936719,0,2,0,0,0,0.0,40.5,0.0,0.0,0.0,7856644,703296425_38019221222,15.0,190.0,51.0,M,2.0,39720.24,6.0,9.0
643419607_40444626221_585914,0,1,1,0,2,0.0,8.0,114.0,0.0,164.5,9744074,344261100_50385632550,22.0,266.0,42.5,F,2.0,34670.97,0.0,3.0
6434370_24442494662_192182,0,1,1,1,1,0.0,63.0,74.0,22.0,172.0,7765134,936835034_15703235772,14.0,179.0,66.5,F,2.0,34888.31,2.0,5.0
643439483_59374667445_58308,0,3,1,1,1,0.0,24.0,52.0,95.0,86.0,5056314,991075387_32020219186,8.0,98.0,35.0,F,2.0,24698.77,4.0,7.0
643474439_66666569616_830089,0,2,1,2,2,0.0,198.5,7.0,43.0,49.5,8947191,916716379_60846994524,6.0,73.0,42.5,U,2.0,38171.34,0.0,3.0
643484509_82234794082_533868,0,1,0,0,0,0.0,3.0,0.0,0.0,0.0,4732570,7152361_45736672745,15.0,188.0,35.0,M,2.0,170677.2,2.0,5.0
643502833_18718224099_385186,0,3,0,0,0,0.0,163.66666666666666,0.0,0.0,0.0,4853915,256859221_81853413950,15.0,189.0,69.0,M,2.0,113320.05,5.0,8.0
643534912_3383920487_895434,0,2,3,1,1,0.0,6.0,62.666666666666664,28.0,548.0,9659419,298271016_40100812080,8.0,100.0,26.0,U,2.0,33397.36,1.0,4.0
643539473_78143699597_565038,0,2,1,2,2,0.0,139.0,58.0,39.0,42.0,577051,528022256_37460092824,14.0,177.0,51.5,F,3.0,62302.56,4.0,7.0
643549382_67718719540_155606,0,2,1,1,1,0.0,56.0,17.0,20.0,42.0,3897687,290149445_16758121192,16.0,192.0,56.0,F,2.0,536110.58,2.0,5.0
643624714_1012717236_717039,0,1,1,1,1,0.0,17.0,7.0,113.0,56.0,7875730,767939787_81300336582,4.0,59.0,44.5,U,2.0,29837.22,0.0,3.0
643646897_34073316902_561814,0,1,1,1,1,0.0,12.0,11.0,17.0,105.0,6541346,266476770_56367547838,14.0,177.0,42.5,M,2.0,28388.33,1.0,4.0
643683890_50680931975_684765,0,1,2,2,0,0.0,51.0,14.0,74.5,0.0,3815207,923265658_12109083328,8.0,96.0,53.0,U,4.0,357934.62,6.0,9.0
643721815_75158034808_551899,0,0,1,1,0,0.0,0.0,13.0,56.0,0.0,1267351,179287153_34483043509,8.0,104.0,71.0,U,2.0,36671.63,2.0,5.0
643782817_16689178926_598442,0,1,1,1,1,0.0,31.0,95.0,558.0,58.0,5314289,865181971_23206677428,8.0,100.0,55.5,U,2.0,86339.86,6.0,9.0
6438271_64645046374_267009,0,1,1,1,1,0.0,23.0,17.0,21.0,60.0,7917674,642457628_48949469418,34.0,410.0,64.5,F,2.0,163606.75,2.0,5.0
643887617_53137109097_435668,0,1,1,1,1,0.0,32.0,14.0,118.0,75.0,7198788,535512819_82593295794,14.0,173.0,56.5,M,2.0,59083.81,1.0,4.0
643933795_15036339995_634644,0,1,0,0,0,0.0,97.0,0.0,0.0,0.0,3302386,225839411_25576224933,5.0,69.0,53.0,M,2.0,64276.63,2.0,5.0
643934455_72159408467_115428,0,1,1,1,1,0.0,22.0,61.0,88.0,215.0,330666,967833268_69299292192,13.0,165.0,26.5,M,2.0,46252.92,6.0,9.0
644129536_76261472394_965143,0,1,0,0,0,0.0,27.0,0.0,0.0,0.0,2311252,484100253_18734862089,8.0,96.0,56.5,F,6.0,305365.16,5.0,8.0
644155486_52341344546_712804,0,1,1,1,1,0.0,80.0,79.0,42.0,250.0,8561583,321403954_29770540373,15.0,187.0,66.5,M,2.0,477409.92,0.0,4.0
644158415_186779464_360123,0,2,1,2,2,0.0,6.5,5.0,44.5,60.5,4801845,220483837_12650848459,6.0,77.0,27.5,U,3.0,65154.47,6.0,9.0
64418771_26570432033_865364,0,1,1,1,1,0.0,12.0,56.0,116.0,107.0,6001708,495119862_46249231798,28.0,337.0,57.5,F,2.0,77764.95,4.0,7.0
644194075_38165407132_43816,0,1,1,1,1,0.0,9.0,34.0,54.0,49.0,7738852,158261737_71496723494,10.0,129.0,31.0,F,2.0,76794.83,6.0,9.0
644258857_87400141426_28957,1,2,1,1,1,92.0,19.5,12.0,91.0,221.0,878114,666343746_66220947913,5.0,70.0,29.5,U,2.0,63462.55,1.0,4.0
644282805_72823970041_991610,0,1,1,1,0,0.0,13.0,10.0,51.0,0.0,6529806,705611139_67576423328,13.0,157.0,41.0,F,2.0,43021.28999999999,4.0,7.0
644333784_19951863723_28961,0,1,0,0,0,0.0,21.0,0.0,0.0,0.0,6228133,529761988_93316408382,14.0,168.0,78.0,M,2.0,213472.33,2.0,5.0
644341617_97102669875_28919,0,1,0,0,0,0.0,27.0,0.0,0.0,0.0,7880177,544181780_88850338955,19.0,231.0,50.0,M,2.0,87725.47,6.0,9.0
644354272_51513640531_780881,0,1,1,1,1,0.0,9.0,12.0,54.0,30.0,9289579,83510659_29059170391,27.0,325.0,23.5,M,3.0,58561.14,6.0,9.0
644362558_22521585961_207419,0,1,1,1,1,0.0,14.0,5.0,81.0,83.0,5001483,513233052_2182377304,16.0,195.0,51.0,M,2.0,197857.49,6.0,9.0
644384202_62003217128_292416,0,2,0,0,0,0.0,53.0,0.0,0.0,0.0,1306678,559514218_40481131676,5.0,71.0,55.0,F,2.0,38812.05,4.0,7.0
644442324_33134500813_654498,0,1,1,1,1,0.0,52.0,12.0,41.0,66.0,7288041,645816361_72815580793,25.0,300.0,32.5,F,3.0,43742.87,6.0,9.0
644466039_37374987330_106450,0,1,1,1,1,0.0,16.0,43.0,175.0,107.0,5892672,668408138_31752114045,8.0,103.0,29.0,F,2.0,29013.94,1.0,4.0
644467850_74754530340_660471,0,1,2,1,1,0.0,21.0,47.5,25.0,209.0,8119258,783580971_14174347235,11.0,140.0,62.5,M,3.0,147912.16,6.0,9.0
644468744_75099252009_541332,0,4,1,1,1,0.0,176.75,27.0,70.0,673.0,3026128,524463959_89664836965,12.0,146.0,34.0,M,3.0,142200.36,2.0,5.0
644492076_72087102546_293927,0,2,2,2,1,0.0,73.5,17.5,96.0,34.0,8280766,325384063_77409307497,15.0,190.0,29.0,F,2.0,50985.83,3.0,6.0
644518389_41504217143_805118,0,1,0,0,0,0.0,9.0,0.0,0.0,0.0,5861027,742631093_6795005460,12.0,152.0,61.5,M,3.0,1118578.5799999998,3.0,8.0
644521025_26666195681_308577,0,1,0,0,0,0.0,16.0,0.0,0.0,0.0,9506481,118200446_42791562801,7.0,93.0,44.5,U,2.0,123478.45,3.0,6.0
64454428_60584327807_618498,1,1,1,1,1,11.0,77.0,128.0,96.0,580.0,2169990,547146885_36739843454,11.0,142.0,67.5,M,2.0,127388.56,3.0,6.0
644604423_55155728232_183264,2,1,1,1,1,43.0,124.0,130.0,54.0,191.0,2624205,365144077_53711947560,6.0,83.0,67.5,U,2.0,30066.15,5.0,8.0
644660005_27552052584_700814,0,1,1,1,1,0.0,67.0,11.0,78.0,149.0,771234,258804431_84706618727,6.0,73.0,57.5,F,2.0,78472.61,2.0,5.0
644721888_53358955923_961706,0,1,1,1,1,0.0,13.0,6.0,60.0,85.0,1702249,991302748_15101930041,6.0,77.0,31.5,U,2.0,29510.76,4.0,7.0
644781056_4220064651_777757,0,1,1,1,1,0.0,16.0,50.0,44.0,71.0,2363701,938680840_66035491934,23.0,281.0,72.0,F,2.0,98644.89,4.0,7.0
644812982_53900256090_133094,0,3,4,1,0,0.0,117.33333333333333,215.5,27.0,0.0,5916499,945662183_86668506491,15.0,180.0,58.0,F,2.0,102587.98,0.0,3.0
644829929_53490705362_264879,0,1,1,1,1,0.0,16.0,27.0,53.0,32.0,7786703,973646521_74631978804,6.0,77.0,58.0,U,2.0,61858.3,2.0,5.0
644833024_95519577146_314175,0,1,0,0,0,0.0,27.0,0.0,0.0,0.0,5986716,324942644_19695906569,16.0,192.0,72.0,F,2.0,121084.84,5.0,8.0
644893849_27670042409_48035,0,2,0,0,0,0.0,147.0,0.0,0.0,0.0,6649090,913259249_94268711845,34.0,408.0,54.5,M,3.0,260129.33,4.0,7.0
644896758_90216196472_75121,0,1,1,1,1,0.0,11.0,26.0,68.0,136.0,3672119,583078360_9797435267,16.0,193.0,44.5,M,3.0,251662.6,6.0,9.0
644965670_50151571614_784635,0,1,1,1,1,0.0,75.0,9.0,38.0,179.0,9881287,178942177_40619984660,18.0,222.0,65.5,F,2.0,53405.87,4.0,7.0
644967236_45571991499_501672,0,1,0,0,0,0.0,17.0,0.0,0.0,0.0,4094074,544921888_72469982122,15.0,181.0,76.0,M,2.0,136537.39,1.0,4.0
645021012_32380630217_835968,0,1,1,1,1,0.0,36.0,20.0,43.0,109.0,9740330,545844745_51669898267,14.0,179.0,76.5,F,2.0,30597.8,3.0,6.0
645025753_14982043490_929631,0,1,1,1,1,0.0,7.0,12.0,82.0,95.0,7471029,851721719_53788540632,5.0,63.0,28.5,U,2.0,90011.33,6.0,9.0
645062373_24078697099_31295,0,0,1,1,1,0.0,0.0,18.0,425.0,654.0,3367659,251476569_29116456293,15.0,190.0,64.5,F,2.0,172330.72999999998,5.0,8.0
645076147_20534249171_376723,0,1,2,2,1,0.0,21.0,14.5,101.5,191.0,6891177,633881372_30304757025,19.0,235.0,45.5,F,2.0,28316.39,1.0,4.0
64508778_95615528673_530952,0,2,1,0,0,0.0,21.0,46.0,0.0,0.0,1709551,841545624_83021927385,25.0,304.0,63.0,F,2.0,59587.72,6.0,9.0
645093546_90782306271_202461,0,0,1,1,1,0.0,0.0,7.0,34.0,29.0,1163998,989911394_99888941469,14.0,175.0,33.0,M,3.0,291309.4,6.0,9.0
645137139_73270265386_720839,0,1,0,0,0,0.0,227.0,0.0,0.0,0.0,7273777,683575053_97927392624,4.0,58.0,32.0,U,2.0,29445.31,2.0,5.0
64524171_30897881403_51439,0,1,1,2,2,0.0,19.0,83.0,108.5,32.5,16549,784001246_8842193453,24.0,294.0,55.5,F,3.0,314799.02,4.0,7.0
645284652_1457565102_608880,0,2,0,0,0,0.0,88.0,0.0,0.0,0.0,4055969,313112910_19129380984,12.0,155.0,57.0,F,2.0,112774.86,3.0,6.0
645312844_51682936781_334387,0,1,2,1,0,0.0,6.0,18.5,232.0,0.0,1522030,259123590_33841543093,14.0,178.0,51.0,F,2.0,30532.19,4.0,7.0
645331688_48565742279_461515,0,1,1,1,1,0.0,11.0,6.0,77.0,28.0,5108320,815472619_74367194102,6.0,74.0,26.0,U,3.0,36169.57,6.0,9.0
645338579_22518127630_233838,0,1,0,0,0,0.0,12.0,0.0,0.0,0.0,3648962,51075132_49033736969,7.0,85.0,63.0,U,2.0,80550.20999999999,2.0,5.0
645384912_32137512458_637547,0,1,1,1,1,0.0,21.0,16.0,173.0,23.0,8713049,466895360_65888769966,6.0,82.0,26.0,U,2.0,62687.49,1.0,4.0
645444890_33711527536_457321,0,1,0,0,0,0.0,4.0,0.0,0.0,0.0,4834313,282826505_87626179478,4.0,57.0,24.5,F,2.0,27183.28,0.0,3.0
645463015_61089722743_329886,0,1,1,2,2,0.0,13.0,6.0,39.5,42.5,4599448,681385132_61008243414,15.0,182.0,41.5,U,2.0,45373.39,0.0,3.0
645515257_78037654216_59354,0,1,5,3,1,0.0,31.0,44.6,200.66666666666666,393.0,4785398,435704336_54061127235,11.0,141.0,39.5,F,2.0,52148.16,3.0,6.0
645520352_15990222783_676549,0,5,0,0,0,0.0,135.6,0.0,0.0,0.0,1227517,351123355_44943013846,5.0,67.0,55.0,U,2.0,56545.46,1.0,4.0
645535605_5193340332_495724,0,1,2,2,1,0.0,15.0,7.0,90.0,22.0,1096880,121738937_31775646112,13.0,157.0,33.0,M,2.0,45569.55,1.0,4.0
645543282_32237350832_786360,0,1,1,1,0,0.0,7.0,14.0,48.0,0.0,16095,949438903_33910261122,6.0,76.0,30.0,U,2.0,81652.98,1.0,4.0
645592498_17450071112_824651,0,1,0,0,0,0.0,44.0,0.0,0.0,0.0,6526701,755241366_93593682865,9.0,112.0,51.5,F,2.0,45459.19,1.0,4.0
645610224_71067579469_366088,0,1,1,4,0,0.0,15.0,10.0,151.25,0.0,7294595,695022604_22269528425,5.0,65.0,24.5,U,2.0,36268.71,1.0,4.0
64561692_14886338554_297233,0,1,1,1,0,0.0,74.0,91.0,46.0,0.0,3738923,314120338_41221744865,12.0,151.0,75.0,F,2.0,132799.91999999998,3.0,6.0
645635423_71108330017_768688,0,1,1,1,1,0.0,111.0,58.0,35.0,278.0,3752798,749570816_50662631734,26.0,321.0,74.5,F,2.0,104703.6,0.0,3.0
645653515_55313657084_433580,0,1,0,0,0,0.0,21.0,0.0,0.0,0.0,16202,74006986_82466416065,7.0,94.0,36.0,U,2.0,32984.48,1.0,4.0
645690542_58599383713_494621,0,1,1,1,1,0.0,8.0,17.0,70.0,21.0,7787809,744101579_96638448022,13.0,158.0,37.0,M,2.0,55222.76,2.0,5.0
645705075_27061782775_956672,0,1,1,1,1,0.0,33.0,8.0,26.0,475.0,7997747,900332321_12830053214,8.0,107.0,63.5,M,2.0,290044.63,6.0,9.0
645719614_39422128566_801460,0,1,1,1,1,0.0,11.0,45.0,107.0,341.0,4183269,614826554_30177446666,23.0,284.0,50.5,M,2.0,68652.03,0.0,3.0
645725679_71491366004_899277,0,1,1,1,1,0.0,17.0,62.0,73.0,429.0,4506778,755349301_57923569081,20.0,245.0,32.5,M,2.0,178631.21000000002,3.0,6.0
645767817_5654288279_631478,0,1,1,1,0,0.0,3.0,7.0,51.0,0.0,5717725,512312396_39895304274,7.0,91.0,31.0,U,3.0,86630.34,6.0,9.0
645774412_63439233256_57458,0,1,1,1,1,0.0,11.0,45.0,184.0,200.0,9389999,840001143_45381841529,8.0,98.0,54.0,F,2.0,53842.09,0.0,3.0
645776396_34350653305_271545,0,5,0,0,0,0.0,78.4,0.0,0.0,0.0,9034200,993277234_20153275432,6.0,80.0,54.5,U,2.0,705582.66,6.0,9.0
645776927_36611316130_202366,0,1,1,2,2,0.0,19.0,12.0,23.0,56.5,5078416,639912067_83259245078,6.0,78.0,39.5,U,3.0,72946.36,4.0,8.0
64580942_35194985399_835005,1,1,1,1,1,31.0,13.0,26.0,83.0,28.0,8072513,333213724_28466537607,15.0,187.0,31.0,F,2.0,34226.75,0.0,3.0
645819355_66638269773_177368,0,2,1,1,1,0.0,741.0,28.0,118.0,302.0,1647068,218226723_99637625742,14.0,168.0,33.5,F,2.0,151830.76,6.0,9.0
645840193_11672876988_585167,0,1,2,1,1,0.0,26.0,46.0,105.0,39.0,3391293,913179523_67024450322,27.0,330.0,63.0,F,3.0,69576.66,4.0,7.0
645891996_7262378973_73459,0,1,0,0,0,0.0,18.0,0.0,0.0,0.0,4306172,158048093_80026868104,15.0,180.0,66.0,M,2.0,51295.92999999999,3.0,6.0
645948692_85173923491_500876,0,1,1,1,1,0.0,37.0,31.0,276.0,73.0,5843450,160495227_64444381876,11.0,134.0,44.5,U,2.0,154491.91,5.0,8.0
646017708_7645243565_70709,0,1,0,0,0,0.0,12.0,0.0,0.0,0.0,5907556,145561067_1035265939,14.0,168.0,43.5,M,2.0,35608.03,0.0,3.0
646063685_43288171642_210980,2,1,1,1,1,30.0,75.0,89.0,120.0,124.0,3598548,728013631_86873098109,16.0,199.0,57.5,F,2.0,43824.17,1.0,4.0
646073526_6799139488_530154,0,2,2,2,1,0.0,19.0,4.5,23.0,29.0,4365929,126099290_31530537466,5.0,70.0,22.5,U,3.0,50238.78999999999,6.0,9.0
646100716_60315449099_479176,0,5,1,1,1,0.0,16.0,28.0,461.0,104.0,8707256,51380305_69526839565,17.0,210.0,52.0,M,2.0,305824.11,6.0,9.0
646122182_78131375365_596767,0,1,1,2,2,0.0,56.0,30.0,18.5,70.5,8302067,441952122_70651881549,15.0,181.0,51.5,F,2.0,113276.15,0.0,3.0
646123769_34410531094_425458,0,1,1,1,1,0.0,10.0,9.0,77.0,159.0,760905,758482925_96570141233,9.0,108.0,55.5,F,2.0,70419.82,3.0,6.0
646126384_58891918583_644076,0,1,2,1,1,0.0,14.0,18.0,69.0,31.0,9811512,48969319_45325161143,26.0,322.0,61.5,M,3.0,403592.0,3.0,6.0
646127054_94965905415_63907,0,2,2,1,1,0.0,6.0,81.5,107.0,26.0,1601687,917657378_70820834109,9.0,109.0,26.0,M,2.0,53169.61,2.0,5.0
646134426_11321148453_771910,0,1,0,0,0,0.0,11.0,0.0,0.0,0.0,6678628,775672230_74950518350,13.0,156.0,44.0,F,2.0,78741.65,1.0,4.0
646209148_12848087817_491998,0,1,1,1,1,0.0,9.0,6.0,75.0,189.0,9424618,579565929_51658197014,10.0,121.0,28.5,M,2.0,50242.02,1.0,4.0
646248152_95361439972_859098,0,1,2,2,2,0.0,19.0,26.0,53.5,36.0,5417651,764657553_98729130825,14.0,178.0,26.5,M,2.0,32150.93,4.0,7.0
646297604_67466490423_6500,1,2,3,1,1,135.0,14.0,17.666666666666668,31.0,78.0,7203485,170542544_78118390542,5.0,68.0,76.5,F,2.0,119431.49,6.0,9.0
646512931_81189061400_400961,0,1,1,0,0,0.0,24.0,54.0,0.0,0.0,9361289,582201559_54319618055,8.0,107.0,27.0,F,3.0,45059.69,6.0,9.0
646571420_15552749162_839736,1,0,0,0,0,348.0,0.0,0.0,0.0,0.0,3406078,715923276_17873837649,7.0,84.0,63.0,U,2.0,170587.55,1.0,4.0
646573786_29979345290_201440,0,1,1,2,2,0.0,23.0,29.0,19.5,285.0,9976206,650640614_21778270598,34.0,408.0,57.5,M,2.0,177152.88,2.0,5.0
646602621_88770912006_197126,0,1,0,0,0,0.0,23.0,0.0,0.0,0.0,1716372,401658265_64234576906,31.0,379.0,73.5,M,2.0,39269.9,6.0,9.0
646644108_38379684437_339437,0,1,1,1,1,0.0,33.0,45.0,113.0,179.0,2524845,269942504_60331425333,6.0,81.0,55.5,U,2.0,44115.66,0.0,3.0
646650205_63122481693_459902,0,1,3,2,2,0.0,164.0,23.333333333333332,74.5,140.5,8360430,672018850_70066115132,21.0,252.0,59.5,F,3.0,83558.54999999999,3.0,6.0
646654230_81559114404_210756,0,1,0,0,0,0.0,93.0,0.0,0.0,0.0,9892825,123512307_85618613226,11.0,141.0,60.0,F,2.0,166730.47999999998,0.0,3.0
646687999_81329712412_406860,0,1,0,0,0,0.0,40.0,0.0,0.0,0.0,585572,255219592_71664377434,5.0,66.0,66.0,U,2.0,193375.78,6.0,9.0
646708117_32241714533_54264,0,1,1,1,1,0.0,69.0,496.0,262.0,132.0,5662925,392133780_16735226538,13.0,161.0,50.5,M,2.0,92708.63,4.0,8.0
646716314_20106555_866175,0,1,2,1,0,0.0,26.0,13.0,80.0,0.0,4559200,771295275_89638709486,6.0,72.0,31.0,U,2.0,78496.51,3.0,6.0
646762054_47505877684_637750,0,1,1,0,0,0.0,8.0,48.0,0.0,0.0,7300238,196164660_92762705376,22.0,269.0,53.5,M,3.0,703012.28,0.0,5.0
646805916_61310252746_872708,0,1,1,1,1,0.0,41.0,15.0,27.0,124.0,6694109,103920745_47804133454,18.0,219.0,68.5,F,2.0,237909.82,6.0,9.0
646821211_80500607705_457756,0,1,1,1,1,0.0,29.0,46.0,119.0,34.0,5265291,136282507_12534549571,15.0,190.0,35.5,M,2.0,137942.22999999998,5.0,8.0
646830709_6600335169_466461,0,1,1,0,0,0.0,14.0,41.0,0.0,0.0,8913814,174375041_83594739206,23.0,280.0,63.5,M,2.0,1687482.14,6.0,9.0
646865984_69719667555_444575,0,1,1,0,0,0.0,25.0,96.0,0.0,0.0,2067617,257349953_8143286828,9.0,110.0,62.0,M,2.0,50253.64,6.0,9.0
646886381_6575690337_472133,0,1,0,0,0,0.0,40.0,0.0,0.0,0.0,26286,108334206_5186343436,12.0,149.0,71.0,F,2.0,27511.56,3.0,6.0
646921427_22748340449_940894,0,1,0,0,0,0.0,1035.0,0.0,0.0,0.0,5328254,873711932_65648003853,22.0,267.0,59.0,M,2.0,426551.53,5.0,8.0
646964736_28763841558_636733,0,1,0,0,0,0.0,15.0,0.0,0.0,0.0,7201063,889230629_33565952033,26.0,322.0,51.5,M,6.0,2661429.75,6.0,9.0
646969853_11450748395_638781,0,1,0,0,0,0.0,4.0,0.0,0.0,0.0,9076998,753623763_20604971823,6.0,80.0,42.0,U,2.0,1664102.62,5.0,8.0
647020568_11763083287_352417,0,2,1,1,0,0.0,26.0,14.0,46.0,0.0,8634098,630123631_35884074504,15.0,190.0,51.0,M,3.0,492448.73,1.0,4.0
647029395_89270982338_287655,0,1,1,1,1,0.0,25.0,10.0,58.0,59.0,329631,7716565_3145588258,5.0,63.0,34.5,U,2.0,33351.98,6.0,9.0
647076726_51667499242_644465,0,1,1,1,0,0.0,11.0,9.0,90.0,0.0,3706299,697041193_1040376053,14.0,168.0,50.0,F,3.0,240874.75,4.0,7.0
64707765_31488613126_461187,0,1,1,1,0,0.0,9.0,15.0,144.0,0.0,7395993,800639967_88194684151,15.0,186.0,40.5,F,2.0,59522.13,2.0,5.0
647083850_34555674190_722411,0,2,2,1,1,0.0,82.0,34.0,126.0,160.0,8671015,31532825_16431050165,17.0,204.0,60.0,M,2.0,220363.73,6.0,9.0
64715284_84718538318_311639,0,1,1,1,1,0.0,300.0,112.0,33.0,89.0,6571707,239086968_14017232018,14.0,179.0,81.5,M,3.0,131700.34,4.0,7.0
647159940_36212229477_53145,0,3,0,0,0,0.0,29.666666666666668,0.0,0.0,0.0,9409443,670631743_50298202088,15.0,189.0,62.0,F,2.0,55291.64,5.0,8.0
6471824_318721520_462237,0,1,2,2,1,0.0,21.0,25.5,69.0,75.0,7064137,422322098_42098064658,4.0,58.0,57.5,U,2.0,30507.11,2.0,5.0
647202561_18057880563_18000,0,1,0,0,0,0.0,52.0,0.0,0.0,0.0,5725347,698799414_5967040286,15.0,181.0,64.0,M,2.0,214628.79,0.0,3.0
647326552_96177796515_206545,0,1,1,0,0,0.0,4.0,27.0,0.0,0.0,3712567,491663049_15814417378,6.0,76.0,35.5,U,3.0,37972.85,6.0,9.0
647326843_35839935605_144513,0,1,1,1,1,0.0,14.0,11.0,49.0,41.0,6597999,23693323_17903155895,15.0,181.0,31.5,F,3.0,35583.23,2.0,5.0
647358539_91222690708_730601,0,1,0,0,0,0.0,3.0,0.0,0.0,0.0,639155,4868245_86883126043,7.0,93.0,31.5,U,3.0,159795.59000000003,6.0,9.0
647370925_38234956792_466900,0,1,0,0,0,0.0,129.0,0.0,0.0,0.0,1988961,181585198_73508922944,17.0,208.0,46.5,M,2.0,43547.44,3.0,6.0
647380007_19726301684_32874,0,1,1,1,1,0.0,12.0,5.0,27.0,57.0,5379193,360064566_44655304209,9.0,115.0,28.5,U,2.0,110759.84,2.0,5.0
