visit_id,confirm_count,start_count,step_1_count,step_2_count,step_3_count,confirm_time,start_time,step_1_time,step_2_time,step_3_time,client_id,visitor_id,clnt_tenure_yr,clnt_tenure_mnth,clnt_age,gendr,num_accts,bal,calls_6_mnth,logons_6_mnth
100037962_47432393712_705583,0,2,1,0,0,0.0,62.0,8.0,0.0,0.0,5623007,700426174_33289797318,16.0,202.0,78.0,M,2.0,146827.14,5.0,8.0
100057941_88477660212_944512,0,1,2,2,1,0.0,30.0,53.5,45.0,27.0,4823947,611052344_43146965242,7.0,86.0,52.0,U,2.0,47340.11,5.0,8.0
10006594_66157970412_679648,0,1,1,1,1,0.0,10.0,10.0,84.0,249.0,3479519,194422203_56127484794,12.0,150.0,52.5,F,2.0,349316.66,2.0,5.0
10007589_47780784567_391490,0,1,1,1,1,0.0,167.0,46.0,181.0,327.0,5477656,164180384_39691984082,10.0,122.0,54.0,M,2.0,24706.77,1.0,4.0
100096068_8301717872_987164,0,1,0,0,0,0.0,13.0,0.0,0.0,0.0,8306812,987870350_90903222476,9.0,110.0,31.0,M,2.0,37853.69,3.0,6.0
100105975_18174738494_196339,0,1,0,0,0,0.0,13.0,0.0,0.0,0.0,9852814,445403329_35219697304,10.0,126.0,71.0,M,2.0,53955.97,3.0,6.0
100195539_90558871716_822894,0,2,1,0,0,0.0,17.0,329.0,0.0,0.0,8050938,126612290_95174242254,16.0,201.0,76.0,M,3.0,857143.38,5.0,8.0
10024125_38177552152_999695,0,1,0,0,0,0.0,21.0,0.0,0.0,0.0,3852267,662624447_15868585035,29.0,353.0,75.0,F,3.0,2508197.52,4.0,7.0
100254180_47139859079_984581,0,1,1,1,1,0.0,52.0,52.0,57.0,180.0,984526,101850349_35918274798,7.0,94.0,65.5,U,2.0,72458.5,6.0,9.0
100309269_21684743336_936307,0,1,1,1,1,0.0,19.0,29.0,84.0,108.0,7224020,749093873_67448715439,8.0,103.0,50.5,U,2.0,43249.65,1.0,4.0
10045388_98429038488_557266,0,3,1,1,0,0.0,38.666666666666664,3.0,93.0,0.0,9268742,792754642_43126250607,5.0,60.0,25.0,U,2.0,27584.05,1.0,4.0
100471971_3065983298_584030,0,1,1,1,1,0.0,13.0,4.0,62.0,75.0,3673713,329225835_32749870783,5.0,66.0,42.0,F,2.0,960255.58,2.0,5.0
100481857_71511233596_788753,0,1,1,2,2,0.0,27.0,11.0,42.5,326.5,6235268,576826051_41603257498,11.0,142.0,47.5,M,2.0,42969.78999999999,2.0,5.0
100535920_68686957750_105554,0,1,1,0,0,0.0,23.0,11.0,0.0,0.0,1066226,188911573_4887020909,6.0,83.0,46.0,U,2.0,43519.61,4.0,7.0
100583476_33244068453_144866,0,1,1,1,0,0.0,57.0,53.0,58.0,0.0,8187622,654697517_66879412556,9.0,108.0,66.0,F,2.0,141339.76,5.0,8.0
100608591_65788886975_921579,0,1,1,1,1,0.0,6.0,19.0,55.0,24.0,8860154,171628625_71529959986,7.0,88.0,26.0,U,2.0,36200.28,0.0,3.0
100665997_91063490926_34691,0,1,1,1,0,0.0,14.0,9.0,65.0,0.0,237182,953181723_60418221573,4.0,58.0,23.0,M,3.0,69298.4,5.0,8.0
100696989_79957693336_140112,0,1,0,0,0,0.0,4.0,0.0,0.0,0.0,9573973,317483006_44421735131,7.0,91.0,31.0,U,3.0,1776167.77,6.0,9.0
100733473_61604582110_215085,0,1,1,1,1,0.0,44.0,62.0,117.0,112.0,9956593,796366357_61502526993,15.0,190.0,61.5,F,3.0,26576.08,5.0,8.0
100742196_25888718318_18393,0,1,1,1,1,0.0,8.0,9.0,42.0,85.0,5730234,558636796_82213000262,15.0,180.0,62.5,M,2.0,46154.41,6.0,9.0
100768839_4432812320_405870,0,1,1,1,1,0.0,43.0,38.0,149.0,217.0,3467432,489428393_80814260142,8.0,105.0,72.5,F,2.0,60536.32,6.0,9.0
100810638_79925673386_145828,0,1,0,0,0,0.0,12.0,0.0,0.0,0.0,8342684,220532119_57925398454,5.0,70.0,32.0,F,2.0,27595.81,6.0,9.0
100847537_74227021314_737120,0,1,0,0,0,0.0,22.0,0.0,0.0,0.0,9957303,255535777_47367811760,10.0,122.0,36.0,M,2.0,78194.09,4.0,7.0
100911179_58982643631_833777,0,1,1,1,1,0.0,13.0,16.0,171.0,95.0,7922438,75702425_29370405984,5.0,67.0,46.5,U,2.0,52794.48,3.0,6.0
100982387_94833499276_254813,0,1,1,1,1,0.0,18.0,4.0,98.0,60.0,4337769,709444316_87034594669,5.0,69.0,29.5,M,2.0,92961.9,6.0,9.0
100990512_10313858825_28429,0,1,2,2,1,0.0,16.0,15.5,409.5,315.0,1262277,955657701_1351204055,15.0,189.0,44.0,M,2.0,98062.83,6.0,9.0
101018131_98163417200_901367,0,2,0,0,0,0.0,86.5,0.0,0.0,0.0,3624120,505552672_42553050297,14.0,178.0,50.0,F,2.0,130918.7,5.0,8.0
101094131_85383261552_788150,0,1,0,0,0,0.0,46.0,0.0,0.0,0.0,4496382,865568014_59222267457,5.0,71.0,55.0,U,3.0,51041.15,2.0,5.0
101120116_70489660261_84827,0,1,1,1,1,0.0,19.0,46.0,238.0,130.0,4871055,836089173_74799476509,15.0,190.0,48.5,F,3.0,107684.59,0.0,3.0
101127163_76213781950_64100,0,1,2,2,1,0.0,28.0,11.0,76.5,59.0,5102064,648474362_94865778040,10.0,121.0,55.5,M,2.0,478497.2,0.0,3.0
101140098_34485335341_198445,0,2,0,0,0,0.0,40.5,0.0,0.0,0.0,2619274,103714429_67318755132,10.0,128.0,45.0,M,2.0,43195.45,0.0,3.0
101143883_71782939078_772553,0,3,2,2,1,0.0,14.0,19.0,28.0,26.0,3351016,840147601_89549102441,14.0,173.0,41.0,F,3.0,681328.53,6.0,9.0
101228955_33584697901_374290,0,4,1,1,0,0.0,38.25,12.0,183.0,0.0,3055315,134131470_9184043707,5.0,65.0,34.5,F,2.0,66560.69,1.0,5.0
101299207_34352941387_283858,0,1,1,1,1,0.0,4.0,6.0,67.0,59.0,5189898,317454632_88606112725,16.0,193.0,20.5,M,2.0,49238.78,2.0,5.0
10132415_28171840649_223256,0,1,1,1,1,0.0,13.0,33.0,171.0,54.0,2086680,71233106_35990134617,11.0,142.0,64.0,M,2.0,591480.41,5.0,8.0
101356945_38257202995_214098,0,1,0,0,0,0.0,31.0,0.0,0.0,0.0,1113720,346573725_57784604627,19.0,233.0,41.0,U,2.0,44206.41,1.0,4.0
101420660_70864320063_268486,0,1,1,1,1,0.0,12.0,5.0,79.0,76.0,4167905,420905980_25301643471,14.0,169.0,51.5,F,2.0,39263.59,1.0,4.0
10146625_55092448080_942181,0,1,1,1,1,0.0,11.0,7.0,35.0,88.0,7866354,425718091_64742635758,16.0,201.0,52.5,F,2.0,31103.89,3.0,6.0
101587529_99858300359_232850,0,1,0,0,0,0.0,12.0,0.0,0.0,0.0,7619272,264809493_1138215270,7.0,94.0,42.0,U,2.0,82028.04999999999,2.0,5.0
101632251_3972004281_699230,0,2,1,1,0,0.0,21.5,10.0,22.0,0.0,3927920,930292765_85537936933,8.0,106.0,38.0,F,3.0,2058526.24,2.0,6.0
101632913_38542641459_604433,0,2,1,1,1,0.0,74.0,38.0,126.0,25.0,9791984,309920125_3595769418,5.0,70.0,26.0,U,2.0,31587.5,1.0,4.0
101657019_35350936910_130328,0,1,1,1,1,0.0,21.0,13.0,108.0,72.0,1781217,661826812_12127666854,15.0,189.0,39.0,F,2.0,39359.74,3.0,6.0
101715826_97622208061_360008,0,1,1,1,0,0.0,76.0,70.0,55.0,0.0,4906459,941483240_36189204689,20.0,245.0,62.0,F,2.0,39481.2,2.0,5.0
101723155_55190658662_237894,0,1,1,1,1,0.0,9.0,8.0,112.0,87.0,1159819,877640666_56053241187,6.0,79.0,31.5,U,2.0,45053.1,6.0,9.0
101780244_22851723186_748129,0,1,0,0,0,0.0,3.0,0.0,0.0,0.0,4836017,964305508_88456519321,16.0,197.0,61.0,F,2.0,68470.23,6.0,9.0
101815309_16518757746_588210,0,1,1,1,1,0.0,9.0,11.0,23.0,128.0,6017862,238256359_10861789126,14.0,179.0,46.5,F,2.0,61987.4,6.0,9.0
101822764_25803298242_795564,0,1,1,0,0,0.0,23.0,34.0,0.0,0.0,9655476,120240561_31328329933,15.0,191.0,52.0,F,3.0,199628.0,3.0,6.0
101884417_53293783110_925967,0,1,1,0,0,0.0,12.0,35.0,0.0,0.0,1777437,455354993_43123342260,8.0,106.0,32.5,F,3.0,32510.21,6.0,9.0
101886605_42106504820_186284,0,1,1,0,0,0.0,53.0,79.0,0.0,0.0,8875788,378960941_56581832601,24.0,297.0,73.0,F,2.0,1315074.19,5.0,8.0
101943895_86775091670_183092,0,3,2,2,2,0.0,110.33333333333333,16.5,20.0,241.0,159268,435857651_99177186625,22.0,275.0,61.5,M,3.0,212553.62,5.0,8.0
10195285_83113954302_914786,0,2,2,2,1,0.0,8.5,14.5,139.0,69.0,8252266,898405345_38465275930,4.0,57.0,25.5,U,2.0,26387.76,1.0,4.0
101992635_61594742250_953624,0,1,1,1,1,0.0,46.0,16.0,87.0,80.0,6642237,533133791_55495461322,18.0,216.0,52.0,F,2.0,180424.22,6.0,9.0
102011341_65573429752_679025,0,1,1,0,0,0.0,29.0,55.0,0.0,0.0,88378,468856842_41982705828,3.0,47.0,61.0,U,2.0,240872.67,6.0,9.0
10208190_60248923635_552228,0,1,1,0,0,0.0,12.0,6.0,0.0,0.0,3934629,407014213_15103952418,13.0,160.0,35.5,F,2.0,26887.6,0.0,3.0
102087008_74127215915_642470,0,1,1,2,2,0.0,104.0,11.0,142.0,167.5,9009821,65972170_39161386253,4.0,57.0,46.0,U,2.0,44632.09,6.0,9.0
10210243_96284954273_763426,0,1,1,1,0,0.0,16.0,260.0,382.0,0.0,608002,653258052_12229049805,5.0,61.0,35.5,U,2.0,60954.11,3.0,6.0
102107667_79348620618_407005,0,2,1,0,0,0.0,8.5,40.0,0.0,0.0,6363082,772435351_12692323730,13.0,156.0,21.5,M,2.0,99154.51,4.0,7.0
102117430_8358683171_251810,0,1,1,1,1,0.0,10.0,11.0,81.0,275.0,5084415,441532488_80597309270,13.0,161.0,61.5,M,2.0,73946.1,6.0,9.0
102156481_9712246009_751130,0,1,0,0,0,0.0,5.0,0.0,0.0,0.0,1194972,966622100_85225706844,24.0,289.0,30.0,M,5.0,57503.89,6.0,9.0
102172447_66154207246_163667,0,1,0,0,0,0.0,5.0,0.0,0.0,0.0,568717,883634768_20671826333,13.0,163.0,34.0,M,2.0,91550.26,0.0,3.0
102193071_86164823980_207231,0,2,3,0,0,0.0,11.0,220.0,0.0,0.0,1234849,975446448_11997038380,14.0,179.0,58.0,F,2.0,49628.51,5.0,8.0
10219761_62886288888_316058,0,1,0,0,0,0.0,7.0,0.0,0.0,0.0,1695407,604019528_76016984111,8.0,99.0,55.0,U,2.0,61656.99,0.0,3.0
102211813_41749528713_49412,0,2,2,0,0,0.0,13.5,81.0,0.0,0.0,7751403,742290301_16477145929,4.0,59.0,80.0,U,2.0,69690.92,6.0,9.0
102241937_44186923257_675771,0,1,1,1,1,0.0,11.0,4.0,45.0,27.0,2268205,540737277_634402778,35.0,424.0,29.5,F,2.0,54840.92999999999,1.0,4.0
102444768_32769766838_982610,0,1,1,1,1,0.0,47.0,87.0,57.0,215.0,5630016,68149446_32392026512,13.0,164.0,52.5,F,2.0,63081.6,1.0,4.0
102461853_89884307837_366717,0,1,1,1,0,0.0,16.0,6.0,62.0,0.0,5864399,791431109_63866479377,6.0,72.0,40.0,F,2.0,270236.71,1.0,4.0
10250417_54755943070_630567,0,1,0,0,0,0.0,35.0,0.0,0.0,0.0,2967792,701175264_61711359256,21.0,257.0,77.5,F,2.0,30961.68,6.0,9.0
102530721_90592399939_135279,0,7,1,1,1,0.0,74.28571428571429,37.0,66.0,459.0,4196060,13360342_68953053091,22.0,274.0,66.5,F,2.0,292281.4,1.0,4.0
102658008_48118015069_66903,0,3,0,0,0,0.0,169.66666666666666,0.0,0.0,0.0,4503552,42724115_44148773623,6.0,80.0,39.0,U,2.0,89878.54,5.0,8.0
102665060_37915112799_22973,0,1,1,1,1,0.0,60.0,105.0,334.0,192.0,8153325,102175191_41403439474,23.0,280.0,48.5,M,2.0,118419.9,6.0,9.0
102700395_3650299328_241644,0,1,1,1,1,0.0,20.0,7.0,180.0,52.0,7854180,331020193_32814826798,17.0,204.0,52.5,M,2.0,127304.92,6.0,9.0
102711693_32673812507_268789,0,1,1,1,0,0.0,9.0,16.0,91.0,0.0,6383242,125581930_64552285143,15.0,190.0,38.0,M,3.0,183205.79,6.0,9.0
102732284_85491431716_901533,1,1,1,1,1,62.0,47.0,25.0,43.0,364.0,499278,10453819_86409035748,24.0,292.0,55.0,F,3.0,926905.72,5.0,8.0
102801864_49345732746_12571,0,2,1,1,0,0.0,30.5,18.0,144.0,0.0,3548520,595185686_95096488703,18.0,224.0,36.0,M,2.0,41984.87,6.0,9.0
102949387_26784818853_893988,0,1,0,0,0,0.0,26.0,0.0,0.0,0.0,5031420,758092605_85231423705,4.0,58.0,55.0,U,2.0,39678.98,1.0,4.0
103021888_19484517133_523435,0,1,1,1,0,0.0,28.0,40.0,53.0,0.0,5824640,201375377_46287262796,5.0,68.0,55.0,F,3.0,135226.87,5.0,8.0
103049564_53637551445_140548,0,2,2,2,2,0.0,4.0,5.0,201.5,319.5,3482195,98742807_37611107543,23.0,286.0,18.5,F,2.0,55459.16,1.0,4.0
103074110_36036427436_224168,0,1,1,1,2,0.0,42.0,9.0,39.0,267.5,4728164,60169779_5554460423,6.0,72.0,63.5,U,2.0,158691.76,5.0,8.0
103097108_59620739018_675854,0,1,1,1,0,0.0,37.0,75.0,48.0,0.0,1368796,816195789_83256412116,38.0,463.0,71.0,M,2.0,607506.13,5.0,8.0
103099657_39558218628_73278,0,1,1,1,0,0.0,5.0,22.0,27.0,0.0,7749406,534752254_48299718038,5.0,71.0,54.0,U,2.0,41799.13,4.0,7.0
103206917_79424670085_548578,0,1,1,1,1,0.0,13.0,8.0,20.0,68.0,6572513,257986744_17290069872,9.0,118.0,56.5,F,2.0,38329.63,6.0,9.0
103259230_91726805198_42860,0,1,1,1,1,0.0,47.0,9.0,37.0,132.0,1235280,345072595_39185404267,12.0,151.0,61.5,M,2.0,39866.6,0.0,3.0
103262112_44272205554_17076,0,1,1,1,1,0.0,31.0,8.0,72.0,64.0,1121613,988307115_43190264647,8.0,105.0,25.5,F,2.0,39936.38,0.0,3.0
103282678_27042361815_851705,0,1,1,1,1,0.0,31.0,38.0,28.0,68.0,7458004,989706916_93150234726,14.0,178.0,39.0,F,3.0,86568.95,6.0,9.0
103288968_42584086301_52288,0,2,1,1,1,0.0,17.0,11.0,98.0,43.0,518097,467702267_80593488989,15.0,181.0,49.0,F,2.0,61034.29,1.0,4.0
103386244_38229139313_546758,0,1,1,1,1,0.0,27.0,70.0,48.0,203.0,9204785,398037137_5094905120,30.0,370.0,63.5,F,2.0,57972.14,3.0,6.0
103389609_87597000224_651297,0,2,2,0,0,0.0,25.0,56.0,0.0,0.0,5114008,93948674_34560361352,4.0,57.0,17.5,U,2.0,30585.96,1.0,4.0
103390146_17791176841_983341,0,2,1,1,1,0.0,161.0,6.0,99.0,122.0,6064610,407673348_2529629413,6.0,80.0,42.5,U,2.0,140208.7,0.0,3.0
103429659_37868581419_964988,2,1,1,1,1,245.5,11.0,28.0,78.0,34.0,5071488,983091562_34953457473,22.0,268.0,44.0,F,2.0,42316.45,2.0,7.0
103452266_65589345292_334664,0,1,1,1,1,0.0,117.0,5.0,97.0,104.0,4428440,668900736_18385130961,11.0,133.0,32.5,F,2.0,117070.39,0.0,3.0
103509575_90938249713_622091,0,0,1,1,1,0.0,0.0,53.0,322.0,95.0,2512568,990110360_6323158525,15.0,181.0,66.5,F,2.0,531222.9500000001,1.0,6.0
103510306_94152799763_79978,0,3,1,1,0,0.0,33.666666666666664,29.0,13.0,0.0,725801,853428814_37615628595,26.0,313.0,71.0,F,4.0,764661.9400000001,2.0,5.0
103514777_61647169544_119343,0,1,0,0,0,0.0,6.0,0.0,0.0,0.0,4330533,76906559_35171145728,7.0,84.0,24.0,U,3.0,39057.22,5.0,8.0
103547153_48132333098_296164,0,1,1,1,1,0.0,15.0,18.0,45.0,46.0,9255891,126414560_86644536664,8.0,96.0,26.5,U,2.0,72291.87,6.0,9.0
103587918_85812829742_55398,0,1,1,1,1,0.0,24.0,4.0,66.0,35.0,4237982,201762951_56968623403,8.0,106.0,35.0,M,2.0,51482.19,6.0,9.0
103601194_76355185230_460744,0,1,1,3,3,0.0,12.0,9.0,11.333333333333334,34.333333333333336,5503800,965745830_94849723229,4.0,58.0,52.5,U,2.0,30440.02,0.0,3.0
103609069_67444114796_723567,0,2,2,1,1,0.0,5.0,171.5,26.0,96.0,3285791,8961906_23987193183,6.0,79.0,88.0,U,2.0,217230.42,5.0,8.0
103652701_73650629217_989700,0,1,1,0,0,0.0,18.0,52.0,0.0,0.0,6455115,514649494_77604850512,7.0,84.0,38.0,U,2.0,29803.16,6.0,9.0
103672872_27263820810_450006,0,1,1,1,1,0.0,22.0,37.0,35.0,147.0,120309,488394737_20284265969,16.0,193.0,64.5,F,2.0,91747.33,3.0,7.0
103685128_7533224952_117209,0,2,1,1,0,0.0,92.5,130.0,129.0,0.0,6888356,295876971_30253161685,15.0,190.0,31.5,U,3.0,86891.57,5.0,8.0
103728654_862458844_13886,0,1,0,0,0,0.0,115.0,0.0,0.0,0.0,5299122,246648111_21945968973,4.0,58.0,58.0,F,2.0,278433.81,6.0,9.0
103760599_69968167899_342222,0,1,1,1,0,0.0,24.0,6.0,53.0,0.0,2165367,456151140_82632871547,6.0,82.0,34.5,U,2.0,51869.98,6.0,9.0
103771513_78523843872_7154,0,1,0,0,0,0.0,45.0,0.0,0.0,0.0,6834658,169681854_1084560828,11.0,137.0,50.0,F,2.0,94229.52,1.0,4.0
103808018_38026064618_356916,0,1,1,1,1,0.0,9.0,9.0,105.0,55.0,1350186,346148356_98268217440,6.0,74.0,28.5,U,2.0,60348.94,1.0,4.0
103828097_2964593896_769569,1,1,1,3,3,28.0,30.0,46.0,20.0,137.66666666666666,7781142,266179272_77556682720,20.0,250.0,65.5,M,3.0,936562.08,5.0,8.0
103954141_32721167733_76757,1,0,0,0,0,21.0,0.0,0.0,0.0,0.0,4036374,436532887_54564103293,27.0,327.0,62.5,F,2.0,98459.99,0.0,3.0
103961115_70179628776_519590,2,0,0,0,0,271.5,0.0,0.0,0.0,0.0,2935833,2390630_84109603518,8.0,102.0,48.0,U,3.0,150177.63,6.0,9.0
103962335_25060963174_327284,0,2,3,2,1,0.0,17.0,23.0,72.5,63.0,7269600,128699849_23399705656,5.0,66.0,42.5,U,2.0,32224.05,1.0,4.0
104072021_28244059579_597590,0,1,0,0,0,0.0,44.0,0.0,0.0,0.0,96845,7833554_1299514827,4.0,59.0,61.0,U,3.0,52771.42999999999,1.0,5.0
104083800_60349476282_456725,0,1,1,1,1,0.0,15.0,8.0,28.0,71.0,7544412,854145518_91245528788,13.0,163.0,57.5,F,2.0,96103.21,6.0,9.0
104102344_440726316_757498,0,1,1,0,0,0.0,54.0,122.0,0.0,0.0,6055231,439650331_3308803913,16.0,193.0,65.5,M,2.0,78976.18,3.0,6.0
104169592_44210761083_702489,0,1,1,1,1,0.0,9.0,7.0,65.0,132.0,9436513,200702708_55209893141,7.0,93.0,23.0,U,3.0,64968.5,4.0,7.0
104222319_64628836240_918404,1,2,1,1,1,46.0,16.5,42.0,112.0,47.0,6428716,560491570_1499365439,24.0,299.0,50.5,M,3.0,493237.27,1.0,5.0
104270547_21421209917_971358,0,1,1,1,1,0.0,7.0,26.0,45.0,148.0,3232335,66650606_55045862308,6.0,77.0,68.0,U,2.0,269539.84,6.0,9.0
104326589_70843130712_906222,0,1,0,0,0,0.0,26.0,0.0,0.0,0.0,4846242,513711086_22323209914,9.0,109.0,76.0,F,2.0,56601.22,6.0,9.0
104362744_26476684339_478439,0,1,0,0,0,0.0,144.0,0.0,0.0,0.0,2145707,960348675_49147362096,6.0,80.0,38.0,U,2.0,60979.66,2.0,5.0
104376122_49318033660_691105,0,1,1,0,0,0.0,8.0,6.0,0.0,0.0,9485851,504734197_3707969894,13.0,167.0,40.0,M,2.0,52000.51,4.0,7.0
104561734_15618293043_834527,0,1,1,0,0,0.0,4.0,13.0,0.0,0.0,7614662,766706484_89747372116,15.0,188.0,40.0,F,2.0,43277.58,6.0,9.0
104604981_52018008817_489927,0,2,0,0,0,0.0,113.0,0.0,0.0,0.0,2781778,622794175_97321326426,7.0,84.0,25.0,U,2.0,104621.2,6.0,9.0
104611358_99312923751_651012,0,1,1,1,1,0.0,464.0,7.0,98.0,390.0,6599771,89080681_64729743448,14.0,177.0,57.5,F,2.0,28263.07,1.0,4.0
104629663_11646004013_508037,0,1,1,1,1,0.0,9.0,27.0,35.0,96.0,7813768,837016382_9283639675,22.0,271.0,59.0,M,4.0,293808.67,4.0,7.0
104678659_36278223108_614428,0,1,1,1,1,0.0,43.0,86.0,124.0,68.0,5037795,465682977_80965862892,9.0,116.0,57.5,F,2.0,57187.21,6.0,9.0
104712046_60126982288_337420,0,1,1,1,1,0.0,40.0,55.0,79.0,1064.0,3123323,112440852_72697412548,24.0,298.0,41.0,M,2.0,83701.06,0.0,3.0
104779581_5871971578_957356,0,1,0,0,0,0.0,12.0,0.0,0.0,0.0,4836017,964305508_88456519321,16.0,197.0,61.0,F,2.0,68470.23,6.0,9.0
104874051_46248484407_868424,0,1,0,0,0,0.0,10.0,0.0,0.0,0.0,5503836,596474740_89481222890,29.0,354.0,52.5,M,3.0,885370.62,6.0,9.0
104944548_40883139441_93173,0,1,1,2,1,0.0,22.0,27.0,40.5,58.0,3669767,364534867_41464548849,14.0,169.0,50.0,M,2.0,50139.07,1.0,4.0
105021761_97762713751_883613,0,4,5,0,0,0.0,112.75,269.0,0.0,0.0,428188,616065891_53420167403,22.0,268.0,57.0,M,2.0,194018.28,3.0,6.0
105048078_55050699627_845365,0,1,0,0,0,0.0,159.0,0.0,0.0,0.0,7197684,389358009_60716398318,9.0,114.0,44.5,M,3.0,42151.92999999999,4.0,7.0
105091881_38847710974_589990,0,1,1,1,1,0.0,24.0,7.0,76.0,128.0,466142,165827931_33111497357,7.0,92.0,24.5,M,2.0,80461.51,6.0,9.0
105130588_83395941950_968824,0,1,1,1,1,0.0,11.0,15.0,88.0,81.0,6856615,656886883_86102248877,6.0,76.0,67.5,U,2.0,41634.35,2.0,5.0
105231784_73768895001_439276,0,2,1,1,1,0.0,53.5,32.0,20.0,40.0,8056722,70861096_88974422176,15.0,189.0,78.5,M,3.0,897124.1900000001,6.0,9.0
10525585_16624908258_755243,0,1,1,1,1,0.0,15.0,6.0,80.0,55.0,9587164,701760616_76526021125,26.0,317.0,20.5,F,3.0,30362.54,6.0,9.0
105267422_78903782197_367795,1,1,2,1,1,19.0,169.0,4.5,126.0,20.0,9402694,245331649_74258077433,4.0,57.0,23.5,U,2.0,29002.05,6.0,9.0
105310597_44245617177_116573,0,1,1,1,1,0.0,8.0,13.0,55.0,24.0,7498356,506438121_78533714980,20.0,251.0,46.0,M,2.0,93540.77,0.0,3.0
105356822_18107865160_411243,0,1,1,2,2,0.0,187.0,6.0,47.5,38.5,2471147,759964195_50438086578,11.0,142.0,31.5,M,2.0,47277.58,2.0,5.0
105397247_2189954903_518088,0,2,2,2,1,0.0,38.0,4.5,69.0,42.0,3696592,568935043_3307813586,5.0,67.0,35.5,U,2.0,39847.32,2.0,5.0
105429711_80835396569_655126,0,2,0,0,0,0.0,37.0,0.0,0.0,0.0,3492371,247484277_54432041588,4.0,53.0,69.0,U,2.0,73603.0,6.0,9.0
105458872_73633905256_530797,0,2,2,1,1,0.0,45.0,169.5,56.0,464.0,34067,903578810_54395828122,21.0,262.0,65.5,M,3.0,66801.59,4.0,7.0
105458894_14199333129_3131,0,2,1,1,1,0.0,44.0,33.0,66.0,86.0,5096171,437208006_49792946917,18.0,226.0,74.0,U,2.0,57222.18,2.0,5.0
105463936_33665073256_202725,0,1,1,1,1,0.0,9.0,11.0,33.0,36.0,4121100,823012636_21037787531,13.0,159.0,29.5,F,2.0,31152.14,3.0,6.0
105564674_95442780237_285500,0,1,0,0,0,0.0,99.0,0.0,0.0,0.0,4861885,8737049_89357189459,18.0,221.0,72.0,F,2.0,48341.24,6.0,9.0
10566599_45587295025_172827,0,1,0,0,0,0.0,17.0,0.0,0.0,0.0,5728657,759850327_5771243173,7.0,86.0,51.5,U,3.0,73466.58,2.0,6.0
105687916_37056975038_128942,0,1,1,1,1,0.0,38.0,10.0,37.0,272.0,5013337,261602582_52491400779,24.0,288.0,54.5,F,3.0,53823.65,3.0,6.0
105697291_47606343533_645350,0,1,1,1,0,0.0,20.0,10.0,616.0,0.0,3275853,989143166_84589917763,21.0,252.0,22.0,F,2.0,45799.62,0.0,3.0
105727237_33299933441_343945,0,2,2,2,1,0.0,25.5,17.5,476.5,143.0,1433050,907879839_25594615629,6.0,78.0,53.5,M,2.0,103500.15,6.0,9.0
105742024_85246754194_412258,0,1,0,0,0,0.0,12.0,0.0,0.0,0.0,5730234,558636796_82213000262,15.0,180.0,62.5,M,2.0,46154.41,6.0,9.0
105779011_74310922511_16797,0,1,0,0,0,0.0,46.0,0.0,0.0,0.0,6448159,338608479_95522775515,13.0,157.0,36.0,F,2.0,55200.9,3.0,6.0
105846921_33921978329_667378,0,1,1,1,0,0.0,396.0,75.0,56.0,0.0,7990566,573372772_91221519806,10.0,124.0,23.0,F,3.0,162343.93,2.0,5.0
105849068_17000709084_830710,0,1,1,1,1,0.0,15.0,5.0,95.0,45.0,6765412,942944626_85106639528,7.0,86.0,35.5,U,2.0,49489.17999999999,0.0,3.0
105877223_61802077621_417951,0,1,1,2,1,0.0,6.0,7.0,42.0,68.0,3171521,585325085_5007710976,21.0,257.0,37.5,F,3.0,580857.12,3.0,6.0
1058878_6068392397_212360,0,2,1,1,1,0.0,327.0,21.0,129.0,42.0,5120012,152647984_18256615932,14.0,178.0,37.5,M,3.0,260405.54,6.0,9.0
105981591_70237515451_29158,1,1,1,1,1,83.0,37.0,32.0,70.0,190.0,6665261,401148905_84991638004,29.0,354.0,65.5,F,3.0,96099.58,2.0,5.0
105998803_62630916167_181478,0,1,3,3,2,0.0,12.0,8.666666666666666,43.0,85.5,8929415,652607610_97080420124,4.0,59.0,48.5,U,2.0,46849.38,1.0,4.0
106020402_81964804358_151571,0,2,2,2,2,0.0,39.5,8.5,7.5,365.5,3009588,32324471_4014549800,6.0,75.0,44.5,F,2.0,36175.41,1.0,4.0
106020983_93181100604_585693,0,1,1,0,0,0.0,53.0,11.0,0.0,0.0,9441095,764397108_79655774934,7.0,85.0,53.0,U,2.0,24824.1,0.0,3.0
106039644_54416841163_187238,0,1,0,0,0,0.0,27.0,0.0,0.0,0.0,4579542,844486390_21441941560,21.0,252.0,35.5,M,3.0,130755.36,6.0,9.0
106062830_23704503289_392883,0,1,1,1,1,0.0,20.0,114.0,37.0,49.0,5374819,711640205_67041085831,28.0,336.0,55.0,F,2.0,129925.84,5.0,8.0
106077428_2572724392_430646,0,1,1,1,1,0.0,67.0,8.0,51.0,20.0,2406034,699790526_90756877718,21.0,257.0,28.0,F,2.0,90767.73,6.0,9.0
106135460_7780027275_359695,0,1,0,0,0,0.0,10.0,0.0,0.0,0.0,4834621,439412304_85251607099,16.0,198.0,49.0,M,2.0,177951.34999999998,1.0,4.0
106145543_80076286901_797889,0,1,0,0,0,0.0,4.0,0.0,0.0,0.0,5488621,48924067_81452645206,3.0,47.0,61.0,U,2.0,44783.31,0.0,3.0
